Mareografo,Fecha,Nivel
San Fernando,2025-04-22 04:45:00-03:00,0.33
San Fernando,2025-04-22 05:45:00-03:00,0.25
San Fernando,2025-04-22 06:45:00-03:00,0.1
San Fernando,2025-04-22 07:45:00-03:00,0.05
San Fernando,2025-04-22 08:45:00-03:00,0.08
San Fernando,2025-04-22 09:45:00-03:00,0.06
San Fernando,2025-04-22 10:45:00-03:00,0.29
San Fernando,2025-04-22 11:45:00-03:00,0.6
San Fernando,2025-04-22 12:45:00-03:00,0.81
San Fernando,2025-04-22 13:45:00-03:00,0.97
San Fernando,2025-04-22 14:45:00-03:00,1.09
San Fernando,2025-04-22 15:45:00-03:00,1.15
San Fernando,2025-04-22 16:45:00-03:00,1.11
San Fernando,2025-04-22 17:45:00-03:00,0.99
San Fernando,2025-04-22 18:45:00-03:00,0.86
San Fernando,2025-04-22 19:45:00-03:00,0.78
San Fernando,2025-04-22 20:45:00-03:00,0.78
San Fernando,2025-04-22 21:45:00-03:00,0.98
San Fernando,2025-04-22 23:45:00-03:00,1.35
San Fernando,2025-04-23 00:45:00-03:00,1.48
San Fernando,2025-04-23 01:45:00-03:00,1.52
San Fernando,2025-04-23 02:45:00-03:00,1.52
San Fernando,2025-04-23 03:45:00-03:00,1.36
San Fernando,2025-04-23 04:45:00-03:00,1.17
San Fernando,2025-04-23 05:45:00-03:00,1.03
San Fernando,2025-04-23 06:45:00-03:00,0.92
San Fernando,2025-04-23 07:45:00-03:00,0.79
San Fernando,2025-04-23 08:45:00-03:00,0.56
San Fernando,2025-04-23 09:45:00-03:00,0.5
San Fernando,2025-04-23 10:45:00-03:00,0.48
San Fernando,2025-04-23 11:45:00-03:00,0.65
San Fernando,2025-04-23 12:45:00-03:00,0.85
San Fernando,2025-04-23 13:45:00-03:00,0.95
San Fernando,2025-04-23 14:45:00-03:00,0.93
San Fernando,2025-04-23 15:45:00-03:00,0.8
San Fernando,2025-04-23 16:45:00-03:00,0.69
San Fernando,2025-04-23 17:45:00-03:00,0.6
San Fernando,2025-04-23 18:45:00-03:00,0.58
San Fernando,2025-04-23 19:45:00-03:00,0.49
San Fernando,2025-04-23 20:45:00-03:00,0.4
San Fernando,2025-04-23 21:45:00-03:00,0.32
San Fernando,2025-04-23 22:45:00-03:00,0.25
San Fernando,2025-04-23 23:45:00-03:00,0.18
San Fernando,2025-04-24 00:45:00-03:00,0.15
San Fernando,2025-04-24 01:45:00-03:00,0.34
San Fernando,2025-04-24 02:45:00-03:00,0.62
San Fernando,2025-04-24 03:45:00-03:00,0.72
San Fernando,2025-04-24 04:45:00-03:00,0.81
San Fernando,2025-04-24 05:45:00-03:00,0.82
San Fernando,2025-04-24 06:45:00-03:00,0.77
San Fernando,2025-04-24 07:45:00-03:00,0.68
San Fernando,2025-04-24 08:45:00-03:00,0.65
San Fernando,2025-04-24 09:45:00-03:00,0.77
San Fernando,2025-04-24 10:45:00-03:00,0.96
